
   0.7103150     -0.2854614E-01
   0.7245302     -0.2818022E-01
   0.7385216     -0.2778789E-01
   0.7522752     -0.2736948E-01
   0.7657773     -0.2692540E-01
   0.7790145     -0.2645604E-01
   0.7919736     -0.2596182E-01
   0.8046416     -0.2544320E-01
   0.8170059     -0.2490065E-01
   0.8290543     -0.2433465E-01
   0.8407746     -0.2374571E-01
   0.8521553     -0.2313436E-01
   0.8631849     -0.2250115E-01
   0.8738525     -0.2184665E-01
   0.8841474     -0.2117145E-01
   0.8940594     -0.2047616E-01
   0.9035786     -0.1976141E-01
   0.9126954     -0.1902783E-01
   0.9214009     -0.1827610E-01
   0.9296864     -0.1750689E-01
   0.9375435     -0.1672091E-01
   0.9449645     -0.1591888E-01
   0.9519419     -0.1510153E-01
   0.9584688     -0.1426961E-01
   0.9645387     -0.1342389E-01
   0.9701456     -0.1256516E-01
   0.9752837     -0.1169423E-01
   0.9799482     -0.1081189E-01
   0.9841342     -0.9918997E-02
   0.9878375     -0.9016387E-02
   0.9910547     -0.8104922E-02
   0.9937823     -0.7185477E-02
   0.9960177     -0.6258939E-02
   0.9977586     -0.5326206E-02
   0.9990034     -0.4388190E-02
   0.9997508     -0.3445811E-02
    1.000000     -0.2500000E-02
