angle	lam_L	pink_fxi	pink_feta	refl_fxi	refl_feta	blend_fxi	blend_feta	pink_surge_norm	refl_surge_norm	blend_surge_norm
-30.0	0.5565	108156.00	313970.00	140739.00	-81255.40	140739.00	-81255.40	-1.0494	-1.3655	-1.3655
-30.0	0.6183	129135.00	295463.00	129749.00	-74910.30	129749.00	-74910.30	-1.2529	-1.2589	-1.2589
-30.0	0.6871	190352.00	223130.00	119365.00	-68915.20	119365.00	-68915.20	-1.8469	-1.1582	-1.1582
-30.0	0.7634	233442.00	121137.00	109598.00	-63276.30	233442.00	121137.00	-2.2650	-1.0634	-2.2650
-30.0	0.8483	221522.00	51364.40	100449.00	-57994.10	221522.00	51364.40	-2.1493	-0.9746	-2.1493
-30.0	0.9426	176253.00	16337.40	91911.50	-53065.10	176253.00	16337.40	-1.7101	-0.8918	-1.7101
-30.0	1.0473	120754.00	-8019.93	83971.70	-48481.10	120754.00	-8019.93	-1.1716	-0.8147	-1.1716
-30.0	1.1638	56432.90	-43299.90	76610.90	-44231.30	76610.90	-44231.30	-0.5475	-0.7433	-0.7433
-30.0	1.2931	-75923.50	-289915.00	69806.30	-40302.70	69806.30	-40302.70	0.7367	-0.6773	-0.6773
-30.0	1.4369	95363.30	-4214.63	63532.30	-36680.30	95363.30	-4214.63	-0.9253	-0.6164	-0.9253
-30.0	1.5966	61245.20	7657.95	57760.70	-33348.10	57760.70	-33348.10	-0.5942	-0.5604	-0.5604
-30.0	1.7740	40610.70	4771.26	52462.70	-30289.40	52462.70	-30289.40	-0.3940	-0.5090	-0.5090
-30.0	1.9712	27358.30	2935.60	47608.80	-27486.90	47608.80	-27486.90	-0.2654	-0.4619	-0.4619
-30.0	2.1903	18554.20	1973.61	43169.50	-24923.90	43169.50	-24923.90	-0.1800	-0.4189	-0.4189
-30.0	2.4338	12940.80	1494.34	39115.80	-22583.50	39115.80	-22583.50	-0.1256	-0.3795	-0.3795
-30.0	2.7043	8464.20	843.82	35419.50	-20449.40	35419.50	-20449.40	-0.0821	-0.3437	-0.3437
-30.0	3.0049	6137.33	871.42	32053.30	-18506.00	32053.30	-18506.00	-0.0595	-0.3110	-0.3110
-20.0	0.0835	63052.80	96427.00	181219.00	-65958.20	181219.00	-65958.20	-0.6118	-1.7583	-1.7583
-20.0	0.0927	62293.50	97641.10	174486.00	-63507.60	174486.00	-63507.60	-0.6044	-1.6930	-1.6930
-20.0	0.1030	61725.70	98609.60	167478.00	-60956.80	167478.00	-60956.80	-0.5989	-1.6250	-1.6250
-20.0	0.1145	61618.00	99165.60	160237.00	-58321.60	160237.00	-58321.60	-0.5979	-1.5547	-1.5547
-20.0	0.1272	61784.10	99128.90	152819.00	-55621.50	152819.00	-55621.50	-0.5995	-1.4827	-1.4827
-20.0	0.1414	61204.70	97973.60	145272.00	-52874.50	145272.00	-52874.50	-0.5938	-1.4095	-1.4095
-20.0	0.1571	61308.60	95989.70	137653.00	-50101.50	137653.00	-50101.50	-0.5949	-1.3356	-1.3356
-20.0	0.1746	64049.40	94231.20	130016.00	-47321.80	130016.00	-47321.80	-0.6214	-1.2615	-1.2615
-20.0	0.1940	62052.50	90184.10	122416.00	-44555.60	122416.00	-44555.60	-0.6021	-1.1878	-1.1878
-20.0	0.2155	69256.80	88659.80	114905.00	-41822.00	114905.00	-41822.00	-0.6720	-1.1149	-1.1149
-20.0	0.2395	66452.00	84681.30	107535.00	-39139.30	107535.00	-39139.30	-0.6448	-1.0434	-1.0434
-20.0	0.2661	74720.10	82806.20	100347.00	-36523.20	100347.00	-36523.20	-0.7250	-0.9736	-0.9736
-20.0	0.2957	92260.50	89022.50	93382.90	-33988.60	93382.90	-33988.60	-0.8952	-0.9061	-0.9061
-20.0	0.3285	83947.50	90752.70	86675.10	-31547.20	86675.10	-31547.20	-0.8145	-0.8410	-0.8410
-20.0	0.3651	91993.70	88809.50	80250.10	-29208.60	80250.10	-29208.60	-0.8926	-0.7786	-0.7786
-20.0	0.4056	150971.00	99331.40	74128.30	-26980.50	150971.00	99331.40	-1.4648	-0.7192	-1.4648
-20.0	0.4507	203232.00	122953.00	68323.80	-24867.80	203232.00	122953.00	-1.9719	-0.6629	-1.9719
-20.0	0.5008	178308.00	147592.00	62845.70	-22874.00	178308.00	147592.00	-1.7301	-0.6098	-1.7301
-20.0	0.5565	110119.00	170012.00	57697.30	-21000.10	57697.30	-21000.10	-1.0684	-0.5598	-0.5598
-20.0	0.6183	83727.30	182826.00	52877.60	-19245.90	52877.60	-19245.90	-0.8124	-0.5131	-0.5131
-20.0	0.6871	118596.00	155520.00	48382.00	-17609.60	118596.00	155520.00	-1.1507	-0.4694	-1.1507
-20.0	0.7634	169289.00	85814.00	44202.40	-16088.40	169289.00	85814.00	-1.6425	-0.4289	-1.6425
-20.0	0.8483	185149.00	26285.30	40328.30	-14678.30	185149.00	26285.30	-1.7964	-0.3913	-1.7964
-20.0	0.9426	168058.00	-5122.93	36747.50	-13375.00	168058.00	-5122.93	-1.6306	-0.3565	-1.6306
-20.0	1.0473	134617.00	-23722.60	33445.90	-12173.30	134617.00	-23722.60	-1.3061	-0.3245	-1.3061
-20.0	1.1638	93775.40	-48409.90	30408.90	-11067.90	93775.40	-48409.90	-0.9099	-0.2950	-0.9099
-20.0	1.2931	18006.70	-219638.00	27621.00	-10053.20	18006.70	-219638.00	-0.1747	-0.2680	-0.1747
-20.0	1.4369	88614.50	14832.30	25066.80	-9123.55	88614.50	14832.30	-0.8598	-0.2432	-0.8598
-20.0	1.5966	58036.60	7431.23	22730.60	-8273.25	58036.60	7431.23	-0.5631	-0.2205	-0.5631
-20.0	1.7740	40142.00	3399.33	20597.20	-7496.75	40142.00	3399.33	-0.3895	-0.1998	-0.3895
-20.0	1.9712	27653.10	1668.11	18651.70	-6788.65	27653.10	1668.11	-0.2683	-0.1810	-0.2683
-20.0	2.1903	18927.50	954.08	16879.90	-6143.77	16879.90	-6143.77	-0.1836	-0.1638	-0.1638
-20.0	2.4338	13235.80	726.08	15268.10	-5557.13	15268.10	-5557.13	-0.1284	-0.1481	-0.1481
-20.0	2.7043	8559.18	299.97	13803.50	-5024.05	13803.50	-5024.05	-0.0830	-0.1339	-0.1339
-20.0	3.0049	6155.86	427.51	12473.80	-4540.08	12473.80	-4540.08	-0.0597	-0.1210	-0.1210
-10.0	0.0835	51123.10	31979.40	63877.80	-11263.40	63877.80	-11263.40	-0.4960	-0.6198	-0.6198
-10.0	0.0927	50032.80	31683.90	60879.70	-10734.70	60879.70	-10734.70	-0.4855	-0.5907	-0.5907
-10.0	0.1030	49175.60	31288.00	57840.40	-10198.80	57840.40	-10198.80	-0.4771	-0.5612	-0.5612
-10.0	0.1145	48447.10	30625.00	54777.00	-9658.67	54777.00	-9658.67	-0.4701	-0.5315	-0.5315
-10.0	0.1272	47760.20	29539.10	51711.30	-9118.10	51711.30	-9118.10	-0.4634	-0.5017	-0.5017
-10.0	0.1414	47702.10	28012.90	48662.80	-8580.56	48662.80	-8580.56	-0.4628	-0.4722	-0.4722
-10.0	0.1571	49176.00	26367.40	45653.00	-8049.86	45653.00	-8049.86	-0.4771	-0.4430	-0.4430
-10.0	0.1746	48587.50	23965.10	42700.60	-7529.26	48587.50	23965.10	-0.4714	-0.4143	-0.4714
-10.0	0.1940	50051.40	21714.50	39823.70	-7021.99	50051.40	21714.50	-0.4856	-0.3864	-0.4856
-10.0	0.2155	51681.40	19197.40	37038.10	-6530.81	51681.40	19197.40	-0.5014	-0.3594	-0.5014
-10.0	0.2395	56013.70	17990.30	34357.20	-6058.11	56013.70	17990.30	-0.5435	-0.3334	-0.5435
-10.0	0.2661	53310.80	15500.70	31791.30	-5605.66	53310.80	15500.70	-0.5173	-0.3085	-0.5173
-10.0	0.2957	73463.30	17911.40	29349.00	-5175.02	73463.30	17911.40	-0.7128	-0.2848	-0.7128
-10.0	0.3285	77746.20	21730.90	27035.50	-4767.08	77746.20	21730.90	-0.7543	-0.2623	-0.7543
-10.0	0.3651	67162.90	21399.40	24854.00	-4382.43	67162.90	21399.40	-0.6517	-0.2411	-0.6517
-10.0	0.4056	104257.00	24147.20	22805.80	-4021.27	104257.00	24147.20	-1.0116	-0.2213	-1.0116
-10.0	0.4507	174834.00	35433.20	20890.00	-3683.48	174834.00	35433.20	-1.6964	-0.2027	-1.6964
-10.0	0.5008	185985.00	50654.60	19104.80	-3368.68	185985.00	50654.60	-1.8045	-0.1854	-1.8045
-10.0	0.5565	123278.00	66622.00	17446.40	-3076.26	123278.00	66622.00	-1.1961	-0.1693	-1.1961
-10.0	0.6183	73294.00	81211.90	15910.50	-2805.44	73294.00	81211.90	-0.7111	-0.1544	-0.7111
-10.0	0.6871	84286.80	76671.70	14491.90	-2555.32	84286.80	76671.70	-0.8178	-0.1406	-0.8178
-10.0	0.7634	128233.00	44566.50	13185.00	-2324.87	128233.00	44566.50	-1.2442	-0.1279	-1.2442
-10.0	0.8483	154255.00	11868.20	11983.60	-2113.03	154255.00	11868.20	-1.4967	-0.1163	-1.4967
-10.0	0.9426	153386.00	-6880.82	10881.50	-1918.70	153386.00	-6880.82	-1.4882	-0.1056	-1.4882
-10.0	1.0473	134989.00	-17249.50	9872.33	-1740.76	134989.00	-17249.50	-1.3097	-0.0958	-1.3097
-10.0	1.1638	110062.00	-30029.70	8949.80	-1578.09	110062.00	-30029.70	-1.0679	-0.0868	-1.0679
-10.0	1.2931	69324.30	-128653.00	8107.79	-1429.62	69324.30	-128653.00	-0.6726	-0.0787	-0.6726
-10.0	1.4369	76333.20	13011.60	7340.32	-1294.30	76333.20	13011.60	-0.7406	-0.0712	-0.7406
-10.0	1.5966	53769.20	4362.85	6641.65	-1171.10	53769.20	4362.85	-0.5217	-0.0644	-0.5217
-10.0	1.7740	38707.40	1759.74	6006.34	-1059.08	38707.40	1759.74	-0.3756	-0.0583	-0.3756
-10.0	1.9712	27157.90	720.07	5429.22	-957.32	27157.90	720.07	-0.2635	-0.0527	-0.2635
-10.0	2.1903	18713.40	313.66	4905.46	-864.96	18713.40	313.66	-0.1816	-0.0476	-0.1816
-10.0	2.4338	13119.90	249.70	4430.50	-781.22	13119.90	249.70	-0.1273	-0.0430	-0.1273
-10.0	2.7043	8407.24	40.34	4000.13	-705.33	8407.24	40.34	-0.0816	-0.0388	-0.0816
-10.0	3.0049	6007.94	144.39	3610.43	-636.62	6007.94	144.39	-0.0583	-0.0350	-0.0583
0.0	0.0835	46474.10	-6.60	33773.10	0.00	46474.10	-6.60	-0.4509	-0.3277	-0.4509
0.0	0.0927	45125.40	-8.79	31653.70	0.00	45125.40	-8.79	-0.4378	-0.3071	-0.4378
0.0	0.1030	44148.20	-11.18	29574.70	0.00	44148.20	-11.18	-0.4284	-0.2870	-0.4284
0.0	0.1145	43353.20	-13.69	27549.70	0.00	43353.20	-13.69	-0.4206	-0.2673	-0.4206
0.0	0.1272	42792.60	-16.25	25591.70	0.00	42792.60	-16.25	-0.4152	-0.2483	-0.4152
0.0	0.1414	43148.70	-18.76	23709.90	0.00	43148.70	-18.76	-0.4187	-0.2300	-0.4187
0.0	0.1571	44250.80	-22.34	21912.60	0.00	44250.80	-22.34	-0.4293	-0.2126	-0.4293
0.0	0.1746	43096.30	-26.53	20204.80	0.00	43096.30	-26.53	-0.4181	-0.1960	-0.4181
0.0	0.1940	45748.00	-28.39	18590.40	0.00	45748.00	-28.39	-0.4439	-0.1804	-0.4439
0.0	0.2155	45371.10	-35.74	17071.30	0.00	45371.10	-35.74	-0.4402	-0.1656	-0.4402
0.0	0.2395	51701.20	-35.70	15647.90	0.00	51701.20	-35.70	-0.5016	-0.1518	-0.5016
0.0	0.2661	47178.70	-47.24	14319.10	0.00	47178.70	-47.24	-0.4578	-0.1389	-0.4578
0.0	0.2957	65165.20	-46.70	13083.10	0.00	65165.20	-46.70	-0.6323	-0.1269	-0.6323
0.0	0.3285	74896.10	-44.75	11937.00	0.00	74896.10	-44.75	-0.7267	-0.1158	-0.7267
0.0	0.3651	61506.30	-71.40	10877.40	0.00	61506.30	-71.40	-0.5968	-0.1055	-0.5968
0.0	0.4056	88778.00	-79.44	9900.17	0.00	88778.00	-79.44	-0.8614	-0.0961	-0.8614
0.0	0.4507	160979.00	-46.86	9001.08	0.00	160979.00	-46.86	-1.5619	-0.0873	-1.5619
0.0	0.5008	184849.00	-17.31	8175.73	0.00	184849.00	-17.31	-1.7935	-0.0793	-1.7935
0.0	0.5565	128025.00	-23.13	7419.48	0.00	128025.00	-23.13	-1.2422	-0.0720	-1.2422
0.0	0.6183	72407.00	-44.65	6727.77	0.00	72407.00	-44.65	-0.7025	-0.0653	-0.7025
0.0	0.6871	74875.10	-50.84	6096.12	0.00	74875.10	-50.84	-0.7265	-0.0591	-0.7265
0.0	0.7634	114847.00	-53.45	5520.14	0.00	114847.00	-53.45	-1.1143	-0.0536	-1.1143
0.0	0.8483	142823.00	-67.76	4995.57	0.00	142823.00	-67.76	-1.3858	-0.0485	-1.3858
0.0	0.9426	147000.00	-72.41	4518.42	0.00	147000.00	-72.41	-1.4263	-0.0438	-1.4263
0.0	1.0473	133635.00	-64.02	4084.83	0.00	133635.00	-64.02	-1.2966	-0.0396	-1.2966
0.0	1.1638	114272.00	-47.45	3691.22	0.00	114272.00	-47.45	-1.1087	-0.0358	-1.1087
0.0	1.2931	90006.60	-59.36	3334.20	0.00	90006.60	-59.36	-0.8733	-0.0324	-0.8733
0.0	1.4369	71051.60	-19.93	3010.62	0.00	71051.60	-19.93	-0.6894	-0.0292	-0.6894
0.0	1.5966	51983.20	-7.60	2717.56	0.00	51983.20	-7.60	-0.5044	-0.0264	-0.5044
0.0	1.7740	37976.50	-0.15	2452.30	0.00	37976.50	-0.15	-0.3685	-0.0238	-0.3685
0.0	1.9712	26854.00	2.59	2212.35	0.00	26854.00	2.59	-0.2606	-0.0215	-0.2606
0.0	2.1903	18573.50	3.37	1995.39	0.00	18573.50	3.37	-0.1802	-0.0194	-0.1802
0.0	2.4338	13029.30	3.59	1799.32	0.00	13029.30	3.59	-0.1264	-0.0175	-0.1264
0.0	2.7043	8324.52	7.95	1622.21	0.00	8324.52	7.95	-0.0808	-0.0157	-0.0808
0.0	3.0049	5936.48	6.44	1462.26	0.00	5936.48	6.44	-0.0576	-0.0142	-0.0576
10.0	0.0835	51123.80	-31992.90	63877.80	11263.40	63877.80	11263.40	-0.4960	-0.6198	-0.6198
10.0	0.0927	50033.60	-31701.70	60879.70	10734.70	60879.70	10734.70	-0.4855	-0.5907	-0.5907
10.0	0.1030	49176.40	-31311.10	57840.40	10198.80	57840.40	10198.80	-0.4771	-0.5612	-0.5612
10.0	0.1145	48448.70	-30652.80	54777.00	9658.67	54777.00	9658.67	-0.4701	-0.5315	-0.5315
10.0	0.1272	47761.80	-29572.10	51711.30	9118.10	51711.30	9118.10	-0.4634	-0.5017	-0.5017
10.0	0.1414	47703.80	-28050.60	48662.80	8580.56	48662.80	8580.56	-0.4629	-0.4722	-0.4722
10.0	0.1571	49177.80	-26411.20	45653.00	8049.86	45653.00	8049.86	-0.4772	-0.4430	-0.4430
10.0	0.1746	48589.60	-24018.30	42700.60	7529.26	48589.60	-24018.30	-0.4714	-0.4143	-0.4714
10.0	0.1940	50052.20	-21772.00	39823.70	7021.99	50052.20	-21772.00	-0.4856	-0.3864	-0.4856
10.0	0.2155	51682.70	-19268.70	37038.10	6530.81	51682.70	-19268.70	-0.5015	-0.3594	-0.5015
10.0	0.2395	56014.60	-18058.30	34357.20	6058.11	56014.60	-18058.30	-0.5435	-0.3334	-0.5435
10.0	0.2661	53312.10	-15594.60	31791.30	5605.66	53312.10	-15594.60	-0.5173	-0.3085	-0.5173
10.0	0.2957	73463.90	-18001.20	29349.00	5175.02	73463.90	-18001.20	-0.7128	-0.2848	-0.7128
10.0	0.3285	77742.50	-21809.20	27035.50	4767.08	77742.50	-21809.20	-0.7543	-0.2623	-0.7543
10.0	0.3651	67160.20	-21542.00	24854.00	4382.43	67160.20	-21542.00	-0.6516	-0.2411	-0.6516
10.0	0.4056	104257.00	-24290.30	22805.80	4021.27	104257.00	-24290.30	-1.0116	-0.2213	-1.0116
10.0	0.4507	174833.00	-35529.40	20890.00	3683.48	174833.00	-35529.40	-1.6963	-0.2027	-1.6963
10.0	0.5008	185980.00	-50694.20	19104.80	3368.68	185980.00	-50694.20	-1.8045	-0.1854	-1.8045
10.0	0.5565	123268.00	-66681.60	17446.40	3076.26	123268.00	-66681.60	-1.1960	-0.1693	-1.1960
10.0	0.6183	73284.20	-81308.20	15910.50	2805.44	73284.20	-81308.20	-0.7110	-0.1544	-0.7110
10.0	0.6871	84280.40	-76775.80	14491.90	2555.32	84280.40	-76775.80	-0.8177	-0.1406	-0.8177
10.0	0.7634	128230.00	-44675.10	13185.00	2324.87	128230.00	-44675.10	-1.2442	-0.1279	-1.2442
10.0	0.8483	154252.00	-12005.90	11983.60	2113.03	154252.00	-12005.90	-1.4967	-0.1163	-1.4967
10.0	0.9426	153381.00	6734.96	10881.50	1918.70	153381.00	6734.96	-1.4882	-0.1056	-1.4882
10.0	1.0473	134981.00	17121.60	9872.33	1740.76	134981.00	17121.60	-1.3097	-0.0958	-1.3097
10.0	1.1638	110053.00	29936.50	8949.80	1578.09	110053.00	29936.50	-1.0678	-0.0868	-1.0678
10.0	1.2931	69313.70	128593.00	8107.79	1429.62	69313.70	128593.00	-0.6725	-0.0787	-0.6725
10.0	1.4369	76330.70	-13047.90	7340.32	1294.30	76330.70	-13047.90	-0.7406	-0.0712	-0.7406
10.0	1.5966	53765.60	-4381.96	6641.65	1171.10	53765.60	-4381.96	-0.5217	-0.0644	-0.5217
10.0	1.7740	38704.90	-1767.93	6006.34	1059.08	38704.90	-1767.93	-0.3755	-0.0583	-0.3755
10.0	1.9712	27155.70	-722.71	5429.22	957.32	27155.70	-722.71	-0.2635	-0.0527	-0.2635
10.0	2.1903	18711.40	-314.07	4905.46	864.96	18711.40	-314.07	-0.1815	-0.0476	-0.1815
10.0	2.4338	13118.50	-249.92	4430.50	781.22	13118.50	-249.92	-0.1273	-0.0430	-0.1273
10.0	2.7043	8406.72	-41.29	4000.13	705.33	8406.72	-41.29	-0.0816	-0.0388	-0.0816
10.0	3.0049	6007.39	-146.17	3610.43	636.62	6007.39	-146.17	-0.0583	-0.0350	-0.0583
20.0	0.0835	63109.10	-96450.20	181219.00	65958.20	181219.00	65958.20	-0.6123	-1.7583	-1.7583
20.0	0.0927	62340.20	-97647.70	174486.00	63507.60	174486.00	63507.60	-0.6049	-1.6930	-1.6930
20.0	0.1030	61727.70	-98631.40	167478.00	60956.80	167478.00	60956.80	-0.5989	-1.6250	-1.6250
20.0	0.1145	61620.50	-99192.30	160237.00	58321.60	160237.00	58321.60	-0.5979	-1.5547	-1.5547
20.0	0.1272	61787.10	-99161.60	152819.00	55621.50	152819.00	55621.50	-0.5995	-1.4827	-1.4827
20.0	0.1414	61208.10	-98012.70	145272.00	52874.50	145272.00	52874.50	-0.5939	-1.4095	-1.4095
20.0	0.1571	61311.40	-96032.70	137653.00	50101.50	137653.00	50101.50	-0.5949	-1.3356	-1.3356
20.0	0.1746	64052.40	-94282.10	130016.00	47321.80	130016.00	47321.80	-0.6215	-1.2615	-1.2615
20.0	0.1940	62055.20	-90243.50	122416.00	44555.60	122416.00	44555.60	-0.6021	-1.1878	-1.1878
20.0	0.2155	69254.70	-88726.80	114905.00	41822.00	114905.00	41822.00	-0.6720	-1.1149	-1.1149
20.0	0.2395	66451.30	-84758.00	107535.00	39139.30	107535.00	39139.30	-0.6448	-1.0434	-1.0434
20.0	0.2661	74720.20	-82899.10	100347.00	36523.20	100347.00	36523.20	-0.7250	-0.9736	-0.9736
20.0	0.2957	92258.00	-89089.00	93382.90	33988.60	93382.90	33988.60	-0.8951	-0.9061	-0.9061
20.0	0.3285	83944.80	-90847.70	86675.10	31547.20	86675.10	31547.20	-0.8145	-0.8410	-0.8410
20.0	0.3651	91991.80	-88964.10	80250.10	29208.60	80250.10	29208.60	-0.8926	-0.7786	-0.7786
20.0	0.4056	150970.00	-99460.10	74128.30	26980.50	150970.00	-99460.10	-1.4648	-0.7192	-1.4648
20.0	0.4507	203223.00	-122990.00	68323.80	24867.80	203223.00	-122990.00	-1.9718	-0.6629	-1.9718
20.0	0.5008	178297.00	-147604.00	62845.70	22874.00	178297.00	-147604.00	-1.7300	-0.6098	-1.7300
20.0	0.5565	110122.00	-169857.00	57697.30	21000.10	57697.30	21000.10	-1.0685	-0.5598	-0.5598
20.0	0.6183	83707.60	-182946.00	52877.60	19245.90	52877.60	19245.90	-0.8122	-0.5131	-0.5131
20.0	0.6871	118584.00	-155628.00	48382.00	17609.60	118584.00	-155628.00	-1.1506	-0.4694	-1.1506
20.0	0.7634	169283.00	-85917.50	44202.40	16088.40	169283.00	-85917.50	-1.6425	-0.4289	-1.6425
20.0	0.8483	185142.00	-26412.00	40328.30	14678.30	185142.00	-26412.00	-1.7964	-0.3913	-1.7964
20.0	0.9426	168045.00	4994.69	36747.50	13375.00	168045.00	4994.69	-1.6305	-0.3565	-1.6305
20.0	1.0473	134600.00	23615.90	33445.90	12173.30	134600.00	23615.90	-1.3060	-0.3245	-1.3060
20.0	1.1638	93755.70	48337.50	30408.90	11067.90	93755.70	48337.50	-0.9097	-0.2950	-0.9097
20.0	1.2931	17986.50	219604.00	27621.00	10053.20	17986.50	219604.00	-0.1745	-0.2680	-0.1745
20.0	1.4369	88610.30	-14856.60	25066.80	9123.55	88610.30	-14856.60	-0.8598	-0.2432	-0.8598
20.0	1.5966	58029.90	-7441.99	22730.60	8273.25	58029.90	-7441.99	-0.5630	-0.2205	-0.5630
20.0	1.7740	40136.60	-3402.10	20597.20	7496.75	40136.60	-3402.10	-0.3894	-0.1998	-0.3894
20.0	1.9712	27648.60	-1667.21	18651.70	6788.65	27648.60	-1667.21	-0.2683	-0.1810	-0.2683
20.0	2.1903	18924.10	-952.48	16879.90	6143.77	16879.90	6143.77	-0.1836	-0.1638	-0.1638
20.0	2.4338	13233.80	-724.92	15268.10	5557.13	15268.10	5557.13	-0.1284	-0.1481	-0.1481
20.0	2.7043	8557.96	-299.90	13803.50	5024.05	13803.50	5024.05	-0.0830	-0.1339	-0.1339
20.0	3.0049	6155.15	-428.33	12473.80	4540.08	12473.80	4540.08	-0.0597	-0.1210	-0.1210
30.0	0.0835	77813.30	-220307.00	358450.00	206951.00	358450.00	206951.00	-0.7550	-3.4779	-3.4779
30.0	0.0927	78255.10	-223966.00	350796.00	202532.00	350796.00	202532.00	-0.7593	-3.4036	-3.4036
30.0	0.1030	78664.10	-227241.00	342135.00	197531.00	342135.00	197531.00	-0.7632	-3.3196	-3.3196
30.0	0.1145	78578.80	-229798.00	332494.00	191965.00	332494.00	191965.00	-0.7624	-3.2261	-3.2261
30.0	0.1272	78189.00	-231336.00	321937.00	185870.00	321937.00	185870.00	-0.7586	-3.1236	-3.1236
30.0	0.1414	79643.40	-232874.00	310541.00	179291.00	310541.00	179291.00	-0.7728	-3.0131	-3.0131
30.0	0.1571	80870.40	-233661.00	298411.00	172288.00	298411.00	172288.00	-0.7847	-2.8954	-2.8954
30.0	0.1746	80479.20	-232281.00	285660.00	164926.00	285660.00	164926.00	-0.7809	-2.7717	-2.7717
30.0	0.1940	85593.40	-232575.00	272417.00	157280.00	272417.00	157280.00	-0.8305	-2.6432	-2.6432
30.0	0.2155	85846.60	-230633.00	258819.00	149429.00	258819.00	149429.00	-0.8329	-2.5112	-2.5112
30.0	0.2395	89095.50	-226771.00	245002.00	141452.00	245002.00	141452.00	-0.8645	-2.3772	-2.3772
30.0	0.2661	107436.00	-232997.00	231100.00	133426.00	231100.00	133426.00	-1.0424	-2.2423	-2.2423
30.0	0.2957	103237.00	-235216.00	217244.00	125426.00	217244.00	125426.00	-1.0017	-2.1078	-2.1078
30.0	0.3285	105250.00	-230654.00	203550.00	117520.00	203550.00	117520.00	-1.0212	-1.9750	-1.9750
30.0	0.3651	152374.00	-237503.00	190125.00	109769.00	190125.00	109769.00	-1.4784	-1.8447	-1.8447
30.0	0.4056	206641.00	-262285.00	177062.00	102226.00	177062.00	102226.00	-2.0050	-1.7180	-1.7180
30.0	0.4507	204943.00	-289534.00	164436.00	94937.10	164436.00	94937.10	-1.9885	-1.5955	-1.5955
30.0	0.5008	148415.00	-306827.00	152313.00	87937.70	152313.00	87937.70	-1.4400	-1.4778	-1.4778
30.0	0.5565	108123.00	-314108.00	140739.00	81255.40	140739.00	81255.40	-1.0491	-1.3655	-1.3655
30.0	0.6183	129107.00	-295600.00	129749.00	74910.30	129749.00	74910.30	-1.2527	-1.2589	-1.2589
30.0	0.6871	190336.00	-223225.00	119365.00	68915.20	119365.00	68915.20	-1.8468	-1.1582	-1.1582
30.0	0.7634	233432.00	-121221.00	109598.00	63276.30	233432.00	-121221.00	-2.2649	-1.0634	-2.2649
30.0	0.8483	221506.00	-51466.40	100449.00	57994.10	221506.00	-51466.40	-2.1492	-0.9746	-2.1492
30.0	0.9426	176231.00	-16434.20	91911.50	53065.10	176231.00	-16434.20	-1.7099	-0.8918	-1.7099
30.0	1.0473	120728.00	7946.28	83971.70	48481.10	120728.00	7946.28	-1.1714	-0.8147	-1.1714
30.0	1.1638	56403.40	43257.00	76610.90	44231.30	76610.90	44231.30	-0.5473	-0.7433	-0.7433
30.0	1.2931	-75954.70	289915.00	69806.30	40302.70	69806.30	40302.70	0.7370	-0.6773	-0.6773
30.0	1.4369	95358.00	4207.82	63532.30	36680.30	95358.00	4207.82	-0.9252	-0.6164	-0.9252
30.0	1.5966	61237.60	-7658.15	57760.70	33348.10	57760.70	33348.10	-0.5942	-0.5604	-0.5604
30.0	1.7740	40604.00	-4767.36	52462.70	30289.40	52462.70	30289.40	-0.3940	-0.5090	-0.5090
30.0	1.9712	27353.30	-2930.66	47608.80	27486.90	47608.80	27486.90	-0.2654	-0.4619	-0.4619
30.0	2.1903	18549.90	-1969.01	43169.50	24923.90	43169.50	24923.90	-0.1800	-0.4189	-0.4189
30.0	2.4338	12938.60	-1491.68	39115.80	22583.50	39115.80	22583.50	-0.1255	-0.3795	-0.3795
30.0	2.7043	8462.88	-842.46	35419.50	20449.40	35419.50	20449.40	-0.0821	-0.3437	-0.3437
30.0	3.0049	6136.37	-871.37	32053.30	18506.00	32053.30	18506.00	-0.0595	-0.3110	-0.3110
40.0	0.0835	91229.30	-418323.00	516233.00	433170.00	516233.00	433170.00	-0.8852	-5.0088	-5.0088
40.0	0.0927	93008.30	-423940.00	511241.00	428982.00	511241.00	428982.00	-0.9024	-4.9604	-4.9604
40.0	0.1030	94162.90	-427829.00	505049.00	423786.00	505049.00	423786.00	-0.9136	-4.9003	-4.9003
40.0	0.1145	94386.80	-430341.00	497517.00	417465.00	497517.00	417465.00	-0.9158	-4.8272	-4.8272
40.0	0.1272	95858.90	-433273.00	488544.00	409937.00	488544.00	409937.00	-0.9301	-4.7402	-4.7402
40.0	0.1414	98522.10	-436963.00	478068.00	401146.00	478068.00	401146.00	-0.9559	-4.6385	-4.6385
40.0	0.1571	97581.30	-437577.00	466080.00	391087.00	466080.00	391087.00	-0.9468	-4.5222	-4.5222
40.0	0.1746	104090.00	-442422.00	452615.00	379788.00	452615.00	379788.00	-1.0099	-4.3916	-4.3916
40.0	0.1940	102284.00	-442189.00	437761.00	367325.00	437761.00	367325.00	-0.9924	-4.2474	-4.2474
40.0	0.2155	109159.00	-442185.00	421650.00	353806.00	421650.00	353806.00	-1.0591	-4.0911	-4.0911
40.0	0.2395	123902.00	-450731.00	404451.00	339374.00	404451.00	339374.00	-1.2022	-3.9242	-3.9242
40.0	0.2661	116870.00	-450003.00	386355.00	324189.00	386355.00	324189.00	-1.1339	-3.7487	-3.7487
