angle	lam_L	pink_fxi	pink_feta	refl_fxi	refl_feta	blend_fxi	blend_feta	pink_surge_norm	refl_surge_norm	blend_surge_norm
-80.0	0.4056	-10260.20	1513100.00	217865.00	-1235560.00	217865.00	-1235560.00	0.0996	-2.1139	-2.1139
-80.0	0.4507	-74966.40	1526070.00	209414.00	-1187640.00	209414.00	-1187640.00	0.7274	-2.0319	-2.0319
-80.0	0.5008	-136166.00	1544020.00	200405.00	-1136550.00	200405.00	-1136550.00	1.3212	-1.9445	-1.9445
-80.0	0.5565	-165375.00	1615610.00	190954.00	-1082950.00	190954.00	-1082950.00	1.6046	-1.8528	-1.8528
-80.0	0.6183	-154533.00	1749830.00	181184.00	-1027540.00	181184.00	-1027540.00	1.4994	-1.7580	-1.7580
-80.0	0.6871	-110329.00	1745030.00	171219.00	-971027.00	171219.00	-971027.00	1.0705	-1.6613	-1.6613
-80.0	0.7634	-57534.00	1385810.00	161178.00	-914082.00	161178.00	-914082.00	0.5582	-1.5639	-1.5639
-80.0	0.8483	-29053.80	879712.00	151172.00	-857331.00	151172.00	-857331.00	0.2819	-1.4668	-1.4668
-80.0	0.9426	-24241.40	527906.00	141299.00	-801339.00	141299.00	-801339.00	0.2352	-1.3710	-1.3710
-80.0	1.0473	-44548.90	321260.00	131645.00	-746589.00	131645.00	-746589.00	0.4322	-1.2773	-1.2773
-80.0	1.1638	-130205.00	207374.00	122282.00	-693491.00	122282.00	-693491.00	1.2633	-1.1865	-1.1865
-80.0	1.2931	-408058.00	-145538.00	113269.00	-642374.00	113269.00	-642374.00	3.9592	-1.0990	-1.0990
-80.0	1.4369	-182800.00	-159583.00	104649.00	-593492.00	104649.00	-593492.00	1.7736	-1.0154	-1.0154
-80.0	1.5966	-35725.30	-21397.20	96456.20	-547027.00	96456.20	-547027.00	0.3466	-0.9359	-0.9359
-80.0	1.7740	-10656.70	-768.50	88710.30	-503098.00	88710.30	-503098.00	0.1034	-0.8607	-0.8607
-80.0	1.9712	-4016.63	2645.01	81422.70	-461768.00	81422.70	-461768.00	0.0390	-0.7900	-0.7900
-80.0	2.1903	-1633.22	2574.26	74596.90	-423057.00	74596.90	-423057.00	0.0158	-0.7238	-0.7238
-80.0	2.4338	-552.65	2319.82	68228.70	-386942.00	68228.70	-386942.00	0.0054	-0.6620	-0.6620
-80.0	2.7043	-224.21	1431.91	62308.80	-353368.00	62308.80	-353368.00	0.0022	-0.6046	-0.6046
-80.0	3.0049	90.65	1358.16	56823.20	-322258.00	56823.20	-322258.00	-0.0009	-0.5513	-0.5513
-70.0	0.0835	93714.50	1225770.00	474881.00	-1304720.00	474881.00	-1304720.00	-0.9093	-4.6076	-4.6076
-70.0	0.0927	97642.70	1235610.00	473909.00	-1302050.00	473909.00	-1302050.00	-0.9474	-4.5982	-4.5982
-70.0	0.1030	99404.50	1238080.00	472713.00	-1298770.00	472713.00	-1298770.00	-0.9645	-4.5866	-4.5866
-70.0	0.1145	105457.00	1245050.00	471212.00	-1294640.00	471212.00	-1294640.00	-1.0232	-4.5720	-4.5720
-70.0	0.1272	105274.00	1242160.00	469294.00	-1289370.00	469294.00	-1289370.00	-1.0214	-4.5534	-4.5534
-70.0	0.1414	108450.00	1232510.00	466816.00	-1282560.00	466816.00	-1282560.00	-1.0523	-4.5293	-4.5293
-70.0	0.1571	120786.00	1232260.00	463614.00	-1273760.00	463614.00	-1273760.00	-1.1719	-4.4983	-4.4983
-70.0	0.1746	127865.00	1242060.00	459507.00	-1262480.00	459507.00	-1262480.00	-1.2406	-4.4584	-4.4584
-70.0	0.1940	122807.00	1239560.00	454317.00	-1248220.00	454317.00	-1248220.00	-1.1916	-4.4081	-4.4081
-70.0	0.2155	121063.00	1231490.00	447883.00	-1230550.00	447883.00	-1230550.00	-1.1746	-4.3456	-4.3456
-70.0	0.2395	139029.00	1229130.00	440078.00	-1209100.00	440078.00	-1209100.00	-1.3489	-4.2699	-4.2699
-70.0	0.2661	179710.00	1237690.00	430820.00	-1183660.00	430820.00	-1183660.00	-1.7437	-4.1801	-4.1801
-70.0	0.2957	232326.00	1253500.00	420084.00	-1154170.00	420084.00	-1154170.00	-2.2542	-4.0759	-4.0759
-70.0	0.3285	282059.00	1272920.00	407899.00	-1120690.00	407899.00	-1120690.00	-2.7367	-3.9577	-3.9577
-70.0	0.3651	315304.00	1275680.00	394353.00	-1083470.00	394353.00	-1083470.00	-3.0593	-3.8263	-3.8263
-70.0	0.4056	319935.00	1264640.00	379579.00	-1042880.00	379579.00	-1042880.00	-3.1042	-3.6829	-3.6829
-70.0	0.4507	288459.00	1209920.00	363751.00	-999394.00	363751.00	-999394.00	-2.7988	-3.5293	-3.5293
-70.0	0.5008	225035.00	1118220.00	347070.00	-953565.00	347070.00	-953565.00	-2.1834	-3.3675	-3.3675
-70.0	0.5565	158196.00	1059690.00	329752.00	-905985.00	329752.00	-905985.00	-1.5349	-3.1995	-3.1995
-70.0	0.6183	114809.00	1107350.00	312018.00	-857261.00	312018.00	-857261.00	-1.1139	-3.0274	-3.0274
-70.0	0.6871	90277.80	1161330.00	294084.00	-807986.00	294084.00	-807986.00	-0.8759	-2.8534	-2.8534
-70.0	0.7634	59717.60	1008320.00	276150.00	-758714.00	276150.00	-758714.00	-0.5794	-2.6794	-2.6794
-70.0	0.8483	18404.60	704934.00	258401.00	-709948.00	258401.00	-709948.00	-0.1786	-2.5072	-2.5072
-70.0	0.9426	-16027.20	461043.00	240998.00	-662134.00	240998.00	-662134.00	0.1555	-2.3383	-2.3383
-70.0	1.0473	-60524.10	300483.00	224076.00	-615642.00	224076.00	-615642.00	0.5872	-2.1741	-2.1741
-70.0	1.1638	-171217.00	192850.00	207748.00	-570781.00	207748.00	-570781.00	1.6613	-2.0157	-2.0157
-70.0	1.2931	-514111.00	-208799.00	192100.00	-527790.00	192100.00	-527790.00	4.9882	-1.8639	-1.8639
-70.0	1.4369	-161774.00	-170674.00	177198.00	-486846.00	177198.00	-486846.00	1.5696	-1.7193	-1.7193
-70.0	1.5966	-15582.50	-21044.50	163084.00	-448070.00	163084.00	-448070.00	0.1512	-1.5823	-1.5823
-70.0	1.7740	529.24	167.88	149786.00	-411531.00	149786.00	-411531.00	-0.0051	-1.4533	-1.4533
-70.0	1.9712	2687.61	3654.68	137311.00	-377258.00	137311.00	-377258.00	-0.0261	-1.3323	-1.3323
-70.0	2.1903	2627.04	3467.13	125658.00	-345242.00	125658.00	-345242.00	-0.0255	-1.2192	-1.2192
-70.0	2.4338	2318.49	3000.61	114813.00	-315445.00	114813.00	-315445.00	-0.0225	-1.1140	-1.1140
-70.0	2.7043	1656.07	1963.32	104753.00	-287806.00	104753.00	-287806.00	-0.0161	-1.0164	-1.0164
-70.0	3.0049	1460.11	1728.89	95449.70	-262245.00	95449.70	-262245.00	-0.0142	-0.9261	-0.9261
-60.0	0.0835	102819.00	965027.00	592294.00	-1025880.00	592294.00	-1025880.00	-0.9976	-5.7468	-5.7468
-60.0	0.0927	104851.00	972032.00	590669.00	-1023070.00	590669.00	-1023070.00	-1.0173	-5.7310	-5.7310
-60.0	0.1030	108214.00	979185.00	588611.00	-1019500.00	588611.00	-1019500.00	-1.0500	-5.7111	-5.7111
-60.0	0.1145	110901.00	980042.00	585969.00	-1014930.00	585969.00	-1014930.00	-1.0760	-5.6854	-5.6854
-60.0	0.1272	114331.00	981068.00	582564.00	-1009030.00	582564.00	-1009030.00	-1.1093	-5.6524	-5.6524
-60.0	0.1414	115305.00	975150.00	578185.00	-1001440.00	578185.00	-1001440.00	-1.1188	-5.6099	-5.6099
-60.0	0.1571	125503.00	982544.00	572615.00	-991797.00	572615.00	-991797.00	-1.2177	-5.5559	-5.5559
-60.0	0.1746	123440.00	980201.00	565641.00	-979718.00	565641.00	-979718.00	-1.1977	-5.4882	-5.4882
-60.0	0.1940	125068.00	974236.00	557078.00	-964885.00	557078.00	-964885.00	-1.2135	-5.4051	-5.4051
-60.0	0.2155	149285.00	983503.00	546785.00	-947058.00	546785.00	-947058.00	-1.4485	-5.3053	-5.3053
-60.0	0.2395	168618.00	1000130.00	534684.00	-926099.00	534684.00	-926099.00	-1.6360	-5.1878	-5.1878
-60.0	0.2661	163138.00	1007450.00	520760.00	-901981.00	520760.00	-901981.00	-1.5829	-5.0527	-5.0527
-60.0	0.2957	152058.00	1004910.00	505072.00	-874808.00	505072.00	-874808.00	-1.4754	-4.9005	-4.9005
-60.0	0.3285	164912.00	1000190.00	487741.00	-844790.00	487741.00	-844790.00	-1.6001	-4.7324	-4.7324
-60.0	0.3651	219262.00	992945.00	468947.00	-812238.00	468947.00	-812238.00	-2.1274	-4.5500	-4.5500
-60.0	0.4056	299145.00	975393.00	448912.00	-777538.00	448912.00	-777538.00	-2.9025	-4.3556	-4.3556
-60.0	0.4507	374041.00	927046.00	427889.00	-741125.00	427889.00	-741125.00	-3.6292	-4.1517	-4.1517
-60.0	0.5008	406998.00	828179.00	406149.00	-703469.00	406149.00	-703469.00	-3.9490	-3.9407	-3.9407
-60.0	0.5565	388045.00	704720.00	383960.00	-665037.00	383960.00	-665037.00	-3.7651	-3.7254	-3.7254
-60.0	0.6183	344606.00	631576.00	361587.00	-626285.00	361587.00	-626285.00	-3.3436	-3.5083	-3.5083
-60.0	0.6871	288360.00	627239.00	339273.00	-587637.00	339273.00	-587637.00	-2.7979	-3.2918	-3.2918
-60.0	0.7634	204314.00	583238.00	317240.00	-549475.00	317240.00	-549475.00	-1.9824	-3.0781	-3.0781
-60.0	0.8483	108033.00	451709.00	295679.00	-512130.00	295679.00	-512130.00	-1.0482	-2.8689	-2.8689
-60.0	0.9426	32600.00	322035.00	274754.00	-475886.00	274754.00	-475886.00	-0.3163	-2.6658	-2.6658
-60.0	1.0473	-36718.30	220353.00	254593.00	-440967.00	254593.00	-440967.00	0.3563	-2.4702	-2.4702
-60.0	1.1638	-154438.00	131979.00	235299.00	-407549.00	235299.00	-407549.00	1.4985	-2.2830	-2.2830
-60.0	1.2931	-493784.00	-283039.00	216947.00	-375762.00	216947.00	-375762.00	4.7910	-2.1050	-2.1050
-60.0	1.4369	-81538.70	-152870.00	199585.00	-345691.00	199585.00	-345691.00	0.7911	-1.9365	-1.9365
-60.0	1.5966	15070.90	-14483.20	183241.00	-317382.00	183241.00	-317382.00	-0.1462	-1.7779	-1.7779
-60.0	1.7740	15760.30	2354.21	167924.00	-290852.00	167924.00	-290852.00	-0.1529	-1.6293	-1.6293
-60.0	1.9712	11572.80	4674.44	153626.00	-266087.00	153626.00	-266087.00	-0.1123	-1.4906	-1.4906
-60.0	2.1903	8201.21	4097.18	140328.00	-243054.00	140328.00	-243054.00	-0.0796	-1.3616	-1.3616
-60.0	2.4338	6009.13	3386.64	128000.00	-221703.00	128000.00	-221703.00	-0.0583	-1.2419	-1.2419
-60.0	2.7043	4073.02	2264.28	116606.00	-201967.00	116606.00	-201967.00	-0.0395	-1.1314	-1.1314
-60.0	3.0049	3165.76	1929.90	106102.00	-183773.00	106102.00	-183773.00	-0.0307	-1.0295	-1.0295
-50.0	0.0835	99636.80	677763.00	603392.00	-719093.00	603392.00	-719093.00	-0.9667	-5.8545	-5.8545
-50.0	0.0927	102218.00	685566.00	600624.00	-715795.00	600624.00	-715795.00	-0.9918	-5.8276	-5.8276
-50.0	0.1030	105362.00	691014.00	597056.00	-711542.00	597056.00	-711542.00	-1.0223	-5.7930	-5.7930
-50.0	0.1145	105719.00	691794.00	592481.00	-706090.00	592481.00	-706090.00	-1.0258	-5.7486	-5.7486
-50.0	0.1272	109167.00	694428.00	586690.00	-699188.00	586690.00	-699188.00	-1.0592	-5.6924	-5.6924
-50.0	0.1414	110909.00	694826.00	579476.00	-690591.00	579476.00	-690591.00	-1.0761	-5.6224	-5.6224
-50.0	0.1571	115611.00	699440.00	570665.00	-680090.00	570665.00	-680090.00	-1.1217	-5.5370	-5.5370
-50.0	0.1746	114111.00	696488.00	560120.00	-667524.00	560120.00	-667524.00	-1.1072	-5.4346	-5.4346
-50.0	0.1940	128986.00	706924.00	547766.00	-652802.00	547766.00	-652802.00	-1.2515	-5.3148	-5.3148
-50.0	0.2155	128833.00	710877.00	533591.00	-635908.00	533591.00	-635908.00	-1.2500	-5.1772	-5.1772
-50.0	0.2395	126249.00	705792.00	517650.00	-616910.00	517650.00	-616910.00	-1.2249	-5.0226	-5.0226
-50.0	0.2661	154615.00	710951.00	500058.00	-595945.00	500058.00	-595945.00	-1.5002	-4.8519	-4.8519
-50.0	0.2957	189164.00	731052.00	480993.00	-573224.00	480993.00	-573224.00	-1.8354	-4.6669	-4.6669
-50.0	0.3285	193838.00	748080.00	460671.00	-549005.00	460671.00	-549005.00	-1.8807	-4.4697	-4.4697
-50.0	0.3651	174135.00	752968.00	439338.00	-523582.00	439338.00	-523582.00	-1.6896	-4.2627	-4.2627
-50.0	0.4056	166924.00	741577.00	417263.00	-497274.00	417263.00	-497274.00	-1.6196	-4.0486	-4.0486
-50.0	0.4507	200080.00	712883.00	394712.00	-470398.00	394712.00	-470398.00	-1.9413	-3.8297	-3.8297
-50.0	0.5008	265220.00	656950.00	371949.00	-443271.00	371949.00	-443271.00	-2.5733	-3.6089	-3.6089
-50.0	0.5565	325471.00	563023.00	349221.00	-416185.00	349221.00	-416185.00	-3.1579	-3.3884	-3.3884
-50.0	0.6183	359686.00	449112.00	326751.00	-389406.00	326751.00	-389406.00	-3.4899	-3.1703	-3.1703
-50.0	0.6871	356848.00	356299.00	304737.00	-363170.00	304737.00	-363170.00	-3.4624	-2.9568	-2.9568
-50.0	0.7634	295824.00	297524.00	283344.00	-337675.00	283344.00	-337675.00	-2.8703	-2.7492	-2.7492
-50.0	0.8483	196791.00	237750.00	262707.00	-313082.00	262707.00	-313082.00	-1.9094	-2.5490	-2.5490
-50.0	0.9426	104163.00	178295.00	242937.00	-289520.00	242937.00	-289520.00	-1.0107	-2.3571	-2.3571
-50.0	1.0473	21611.10	121712.00	224109.00	-267082.00	224109.00	-267082.00	-0.2097	-2.1744	-2.1744
-50.0	1.1638	-87841.90	56065.30	206278.00	-245832.00	206278.00	-245832.00	0.8523	-2.0014	-2.0014
-50.0	1.2931	-375020.00	-330697.00	189476.00	-225808.00	189476.00	-225808.00	3.6387	-1.8384	-1.8384
-50.0	1.4369	12015.30	-105576.00	173714.00	-207024.00	173714.00	-207024.00	-0.1166	-1.6855	-1.6855
-50.0	1.5966	42320.80	-4790.33	158989.00	-189475.00	158989.00	-189475.00	-0.4106	-1.5426	-1.5426
-50.0	1.7740	29305.60	4416.68	145282.00	-173141.00	145282.00	-173141.00	-0.2843	-1.4096	-1.4096
-50.0	1.9712	19645.50	4933.00	132566.00	-157986.00	132566.00	-157986.00	-0.1906	-1.2862	-1.2862
-50.0	2.1903	13323.30	3981.10	120805.00	-143969.00	120805.00	-143969.00	-0.1293	-1.1721	-1.1721
-50.0	2.4338	9400.97	3163.16	109955.00	-131039.00	109955.00	-131039.00	-0.0912	-1.0669	-1.0669
-50.0	2.7043	6274.73	2101.38	99971.90	-119142.00	99971.90	-119142.00	-0.0609	-0.9700	-0.9700
-50.0	3.0049	4689.16	1800.78	90805.40	-108218.00	90805.40	-108218.00	-0.0455	-0.8811	-0.8811
-40.0	0.0835	91177.60	418312.00	516233.00	-433170.00	516233.00	-433170.00	-0.8847	-5.0088	-5.0088
-40.0	0.0927	92953.70	423773.00	511241.00	-428982.00	511241.00	-428982.00	-0.9019	-4.9604	-4.9604
-40.0	0.1030	94296.20	427869.00	505049.00	-423786.00	505049.00	-423786.00	-0.9149	-4.9003	-4.9003
-40.0	0.1145	94426.80	430421.00	497517.00	-417465.00	497517.00	-417465.00	-0.9162	-4.8272	-4.8272
-40.0	0.1272	95879.00	433228.00	488544.00	-409937.00	488544.00	-409937.00	-0.9303	-4.7402	-4.7402
-40.0	0.1414	98417.50	436910.00	478068.00	-401146.00	478068.00	-401146.00	-0.9549	-4.6385	-4.6385
-40.0	0.1571	97462.00	437526.00	466080.00	-391087.00	466080.00	-391087.00	-0.9456	-4.5222	-4.5222
-40.0	0.1746	104088.00	442372.00	452615.00	-379788.00	452615.00	-379788.00	-1.0099	-4.3916	-4.3916
-40.0	0.1940	102287.00	442135.00	437761.00	-367325.00	437761.00	-367325.00	-0.9925	-4.2474	-4.2474
-40.0	0.2155	109156.00	442116.00	421650.00	-353806.00	421650.00	-353806.00	-1.0591	-4.0911	-4.0911
-40.0	0.2395	123905.00	450671.00	404451.00	-339374.00	404451.00	-339374.00	-1.2022	-3.9242	-3.9242
-40.0	0.2661	116886.00	449918.00	386355.00	-324189.00	386355.00	-324189.00	-1.1341	-3.7487	-3.7487
-40.0	0.2957	126267.00	445758.00	367577.00	-308433.00	367577.00	-308433.00	-1.2251	-3.5665	-3.5665
-40.0	0.3285	171739.00	456140.00	348335.00	-292287.00	348335.00	-292287.00	-1.6663	-3.3798	-3.3798
-40.0	0.3651	209940.00	480345.00	328844.00	-275933.00	328844.00	-275933.00	-2.0370	-3.1907	-3.1907
-40.0	0.4056	201790.00	501670.00	309314.00	-259545.00	309314.00	-259545.00	-1.9579	-3.0012	-3.0012
-40.0	0.4507	162571.00	506327.00	289934.00	-243283.00	289934.00	-243283.00	-1.5774	-2.8131	-2.8131
-40.0	0.5008	143476.00	493053.00	270877.00	-227293.00	270877.00	-227293.00	-1.3921	-2.6282	-2.6282
-40.0	0.5565	173927.00	457276.00	252291.00	-211697.00	252291.00	-211697.00	-1.6876	-2.4479	-2.4479
-40.0	0.6183	235963.00	382345.00	234302.00	-196602.00	234302.00	-196602.00	-2.2895	-2.2733	-2.2733
-40.0	0.6871	292131.00	270461.00	217008.00	-182091.00	217008.00	-182091.00	-2.8344	-2.1055	-2.1055
-40.0	0.7634	293558.00	169840.00	200487.00	-168229.00	200487.00	-168229.00	-2.8483	-1.9453	-1.9453
-40.0	0.8483	235378.00	109911.00	184794.00	-155061.00	184794.00	-155061.00	-2.2838	-1.7930	-1.7930
-40.0	0.9426	158249.00	73379.10	169965.00	-142618.00	169965.00	-142618.00	-1.5354	-1.6491	-1.6491
-40.0	1.0473	82228.20	40107.00	156018.00	-130914.00	156018.00	-130914.00	-0.7978	-1.5138	-1.5138
-40.0	1.1638	-7418.20	-7509.75	142955.00	-119953.00	142955.00	-119953.00	0.0720	-1.3870	-1.3870
-40.0	1.2931	-215818.00	-331394.00	130769.00	-109728.00	130769.00	-109728.00	2.0940	-1.2688	-1.2688
-40.0	1.4369	75157.30	-47987.30	119439.00	-100221.00	119439.00	-100221.00	-0.7292	-1.1589	-1.1589
-40.0	1.5966	57717.10	3549.53	108940.00	-91411.70	108940.00	-91411.70	-0.5600	-1.0570	-1.0570
-40.0	1.7740	37667.60	5284.49	99238.40	-83270.80	99238.40	-83270.80	-0.3655	-0.9629	-0.9629
-40.0	1.9712	25003.50	4222.93	90296.10	-75767.40	90296.10	-75767.40	-0.2426	-0.8761	-0.8761
-40.0	2.1903	16847.30	3136.10	82073.80	-68868.00	82073.80	-68868.00	-0.1635	-0.7963	-0.7963
-40.0	2.4338	11761.90	2415.18	74528.90	-62537.10	74528.90	-62537.10	-0.1141	-0.7231	-0.7231
-40.0	2.7043	7773.27	1538.73	67619.20	-56739.20	67619.20	-56739.20	-0.0754	-0.6561	-0.6561
-40.0	3.0049	5700.31	1388.97	61302.00	-51438.40	61302.00	-51438.40	-0.0553	-0.5948	-0.5948
-30.0	0.0835	77879.50	220324.00	358450.00	-206951.00	358450.00	-206951.00	-0.7556	-3.4779	-3.4779
-30.0	0.0927	78318.40	223960.00	350796.00	-202532.00	350796.00	-202532.00	-0.7599	-3.4036	-3.4036
-30.0	0.1030	78602.50	227198.00	342135.00	-197531.00	342135.00	-197531.00	-0.7627	-3.3196	-3.3196
-30.0	0.1145	78604.50	229783.00	332494.00	-191965.00	332494.00	-191965.00	-0.7627	-3.2261	-3.2261
-30.0	0.1272	78231.60	231353.00	321937.00	-185870.00	321937.00	-185870.00	-0.7591	-3.1236	-3.1236
-30.0	0.1414	79639.70	232837.00	310541.00	-179291.00	310541.00	-179291.00	-0.7727	-3.0131	-3.0131
-30.0	0.1571	80866.20	233616.00	298411.00	-172288.00	298411.00	-172288.00	-0.7846	-2.8954	-2.8954
-30.0	0.1746	80476.70	232232.00	285660.00	-164926.00	285660.00	-164926.00	-0.7808	-2.7717	-2.7717
-30.0	0.1940	85595.40	232519.00	272417.00	-157280.00	272417.00	-157280.00	-0.8305	-2.6432	-2.6432
-30.0	0.2155	85848.30	230570.00	258819.00	-149429.00	258819.00	-149429.00	-0.8330	-2.5112	-2.5112
-30.0	0.2395	89095.00	226690.00	245002.00	-141452.00	245002.00	-141452.00	-0.8645	-2.3772	-2.3772
-30.0	0.2661	107435.00	232928.00	231100.00	-133426.00	231100.00	-133426.00	-1.0424	-2.2423	-2.2423
-30.0	0.2957	103239.00	235102.00	217244.00	-125426.00	217244.00	-125426.00	-1.0017	-2.1078	-2.1078
-30.0	0.3285	105252.00	230549.00	203550.00	-117520.00	203550.00	-117520.00	-1.0212	-1.9750	-1.9750
-30.0	0.3651	152375.00	237384.00	190125.00	-109769.00	190125.00	-109769.00	-1.4784	-1.8447	-1.8447
-30.0	0.4056	206652.00	262233.00	177062.00	-102226.00	177062.00	-102226.00	-2.0051	-1.7180	-1.7180
-30.0	0.4507	204960.00	289506.00	164436.00	-94937.10	164436.00	-94937.10	-1.9887	-1.5955	-1.5955
-30.0	0.5008	148445.00	306743.00	152313.00	-87937.70	152313.00	-87937.70	-1.4403	-1.4778	-1.4778
