angle	lam_L	pink_fxi	pink_feta	refl_fxi	refl_feta	blend_fxi	blend_feta	pink_surge_norm	refl_surge_norm	blend_surge_norm
-30.0	0.4056	71148.80	246655.00	177062.00	-102226.00	177062.00	-102226.00	-0.6903	-1.7180	-1.7180
-30.0	0.4507	110377.00	279321.00	164436.00	-94937.10	164436.00	-94937.10	-1.0709	-1.5955	-1.5955
-30.0	0.5008	103295.00	341605.00	152313.00	-87937.70	152313.00	-87937.70	-1.0022	-1.4778	-1.4778
-30.0	0.5565	82138.80	345574.00	140739.00	-81255.40	140739.00	-81255.40	-0.7970	-1.3655	-1.3655
-30.0	0.6183	67990.20	278136.00	129749.00	-74910.30	129749.00	-74910.30	-0.6597	-1.2589	-1.2589
-30.0	0.6871	57145.20	186499.00	119365.00	-68915.20	119365.00	-68915.20	-0.5545	-1.1582	-1.1582
-30.0	0.7634	44899.10	93919.30	109598.00	-63276.30	109598.00	-63276.30	-0.4356	-1.0634	-1.0634
-30.0	0.8483	28499.20	4484.66	100449.00	-57994.10	100449.00	-57994.10	-0.2765	-0.9746	-0.9746
-30.0	0.9426	7993.68	-111040.00	91911.50	-53065.10	91911.50	-53065.10	-0.0776	-0.8918	-0.8918
-30.0	1.0473	177216.00	-9237.46	83971.70	-48481.10	177216.00	-9237.46	-1.7195	-0.8147	-1.7195
-30.0	1.1638	82108.70	85221.30	76610.90	-44231.30	76610.90	-44231.30	-0.7967	-0.7433	-0.7433
-30.0	1.2931	46812.00	27448.80	69806.30	-40302.70	69806.30	-40302.70	-0.4542	-0.6773	-0.6773
-30.0	1.4369	31200.30	6044.86	63532.30	-36680.30	63532.30	-36680.30	-0.3027	-0.6164	-0.6164
-30.0	1.5966	22848.10	-1935.22	57760.70	-33348.10	57760.70	-33348.10	-0.2217	-0.5604	-0.5604
-30.0	1.7740	15741.40	-5030.42	52462.70	-30289.40	52462.70	-30289.40	-0.1527	-0.5090	-0.5090
-30.0	1.9712	12573.80	-4967.38	47608.80	-27486.90	47608.80	-27486.90	-0.1220	-0.4619	-0.4619
-30.0	2.1903	8750.35	-4537.38	43169.50	-24923.90	43169.50	-24923.90	-0.0849	-0.4189	-0.4189
-30.0	2.4338	6641.70	-3564.31	39115.80	-22583.50	39115.80	-22583.50	-0.0644	-0.3795	-0.3795
-30.0	2.7043	4993.96	-2807.38	35419.50	-20449.40	35419.50	-20449.40	-0.0485	-0.3437	-0.3437
-30.0	3.0049	3294.39	-2121.91	32053.30	-18506.00	32053.30	-18506.00	-0.0320	-0.3110	-0.3110
-20.0	0.0835	-2106.55	-76109.80	181219.00	-65958.20	181219.00	-65958.20	0.0204	-1.7583	-1.7583
-20.0	0.0927	-3910.80	-39206.70	174486.00	-63507.60	174486.00	-63507.60	0.0379	-1.6930	-1.6930
-20.0	0.1030	-4856.43	-8064.01	167478.00	-60956.80	167478.00	-60956.80	0.0471	-1.6250	-1.6250
-20.0	0.1145	-4572.84	17911.00	160237.00	-58321.60	160237.00	-58321.60	0.0444	-1.5547	-1.5547
-20.0	0.1272	-3602.74	39154.40	152819.00	-55621.50	152819.00	-55621.50	0.0350	-1.4827	-1.4827
-20.0	0.1414	-6234.36	55865.40	145272.00	-52874.50	145272.00	-52874.50	0.0605	-1.4095	-1.4095
-20.0	0.1571	-6908.64	69166.80	137653.00	-50101.50	137653.00	-50101.50	0.0670	-1.3356	-1.3356
-20.0	0.1746	-358.30	79796.70	130016.00	-47321.80	130016.00	-47321.80	0.0035	-1.2615	-1.2615
-20.0	0.1940	-10740.20	87271.50	122416.00	-44555.60	122416.00	-44555.60	0.1042	-1.1878	-1.1878
-20.0	0.2155	4833.70	93484.40	114905.00	-41822.00	114905.00	-41822.00	-0.0469	-1.1149	-1.1149
-20.0	0.2395	-7307.22	98944.10	107535.00	-39139.30	107535.00	-39139.30	0.0709	-1.0434	-1.0434
-20.0	0.2661	-10275.10	101791.00	100347.00	-36523.20	100347.00	-36523.20	0.0997	-0.9736	-0.9736
-20.0	0.2957	28686.80	106223.00	93382.90	-33988.60	93382.90	-33988.60	-0.2783	-0.9061	-0.9061
-20.0	0.3285	2708.94	119850.00	86675.10	-31547.20	86675.10	-31547.20	-0.0263	-0.8410	-0.8410
-20.0	0.3651	-34208.40	124939.00	80250.10	-29208.60	80250.10	-29208.60	0.3319	-0.7786	-0.7786
-20.0	0.4056	3195.80	108273.00	74128.30	-26980.50	74128.30	-26980.50	-0.0310	-0.7192	-0.7192
-20.0	0.4507	73773.20	108613.00	68323.80	-24867.80	68323.80	-24867.80	-0.7158	-0.6629	-0.6629
-20.0	0.5008	104775.00	150154.00	62845.70	-22874.00	62845.70	-22874.00	-1.0166	-0.6098	-0.6098
-20.0	0.5565	88136.80	181055.00	57697.30	-21000.10	57697.30	-21000.10	-0.8552	-0.5598	-0.5598
-20.0	0.6183	55298.80	168886.00	52877.60	-19245.90	52877.60	-19245.90	-0.5365	-0.5131	-0.5131
-20.0	0.6871	27153.70	126132.00	48382.00	-17609.60	48382.00	-17609.60	-0.2635	-0.4694	-0.4694
-20.0	0.7634	10079.40	68804.70	44202.40	-16088.40	44202.40	-16088.40	-0.0978	-0.4289	-0.4289
-20.0	0.8483	3258.50	4040.30	40328.30	-14678.30	40328.30	-14678.30	-0.0316	-0.3913	-0.3913
-20.0	0.9426	12716.40	-81828.10	36747.50	-13375.00	12716.40	-81828.10	-0.1234	-0.3565	-0.1234
-20.0	1.0473	88372.80	188574.00	33445.90	-12173.30	33445.90	-12173.30	-0.8574	-0.3245	-0.3245
-20.0	1.1638	23605.80	62289.20	30408.90	-11067.90	30408.90	-11067.90	-0.2290	-0.2950	-0.2950
-20.0	1.2931	14897.40	19925.10	27621.00	-10053.20	27621.00	-10053.20	-0.1445	-0.2680	-0.2680
-20.0	1.4369	12378.10	3759.20	25066.80	-9123.55	25066.80	-9123.55	-0.1201	-0.2432	-0.2432
-20.0	1.5966	10452.30	-2440.70	22730.60	-8273.25	22730.60	-8273.25	-0.1014	-0.2205	-0.2205
-20.0	1.7740	8155.46	-4509.84	20597.20	-7496.75	20597.20	-7496.75	-0.0791	-0.1998	-0.1998
-20.0	1.9712	7352.30	-4473.29	18651.70	-6788.65	18651.70	-6788.65	-0.0713	-0.1810	-0.1810
-20.0	2.1903	5003.58	-4061.74	16879.90	-6143.77	16879.90	-6143.77	-0.0485	-0.1638	-0.1638
-20.0	2.4338	4355.26	-3098.51	15268.10	-5557.13	15268.10	-5557.13	-0.0423	-0.1481	-0.1481
-20.0	2.7043	3247.95	-2509.02	13803.50	-5024.05	13803.50	-5024.05	-0.0315	-0.1339	-0.1339
-20.0	3.0049	2211.85	-1826.92	12473.80	-4540.08	12473.80	-4540.08	-0.0215	-0.1210	-0.1210
-10.0	0.0835	-16306.20	-67972.10	63877.80	-11263.40	63877.80	-11263.40	0.1582	-0.6198	-0.6198
-10.0	0.0927	-14592.30	-48126.40	60879.70	-10734.70	60879.70	-10734.70	0.1416	-0.5907	-0.5907
-10.0	0.1030	-13060.00	-31494.30	57840.40	-10198.80	57840.40	-10198.80	0.1267	-0.5612	-0.5612
-10.0	0.1145	-12093.50	-17842.20	54777.00	-9658.67	54777.00	-9658.67	0.1173	-0.5315	-0.5315
-10.0	0.1272	-12370.80	-6883.75	51711.30	-9118.10	51711.30	-9118.10	0.1200	-0.5017	-0.5017
-10.0	0.1414	-11917.80	1785.66	48662.80	-8580.56	48662.80	-8580.56	0.1156	-0.4722	-0.4722
-10.0	0.1571	-6093.09	8753.33	45653.00	-8049.86	45653.00	-8049.86	0.0591	-0.4430	-0.4430
-10.0	0.1746	-10794.70	13463.40	42700.60	-7529.26	42700.60	-7529.26	0.1047	-0.4143	-0.4143
-10.0	0.1940	-5913.64	17489.70	39823.70	-7021.99	39823.70	-7021.99	0.0574	-0.3864	-0.3864
-10.0	0.2155	-10562.10	19884.50	37038.10	-6530.81	37038.10	-6530.81	0.1025	-0.3594	-0.3594
-10.0	0.2395	2765.01	22829.80	34357.20	-6058.11	34357.20	-6058.11	-0.0268	-0.3334	-0.3334
-10.0	0.2661	-22734.10	24925.50	31791.30	-5605.66	31791.30	-5605.66	0.2206	-0.3085	-0.3085
-10.0	0.2957	8161.06	26329.30	29349.00	-5175.02	29349.00	-5175.02	-0.0792	-0.2848	-0.2848
-10.0	0.3285	20750.40	33296.40	27035.50	-4767.08	27035.50	-4767.08	-0.2013	-0.2623	-0.2623
-10.0	0.3651	-23229.60	41515.90	24854.00	-4382.43	24854.00	-4382.43	0.2254	-0.2411	-0.2411
-10.0	0.4056	-25726.90	36428.00	22805.80	-4021.27	22805.80	-4021.27	0.2496	-0.2213	-0.2213
-10.0	0.4507	33616.80	30770.70	20890.00	-3683.48	33616.80	30770.70	-0.3262	-0.2027	-0.3262
-10.0	0.5008	82245.20	47132.60	19104.80	-3368.68	82245.20	47132.60	-0.7980	-0.1854	-0.7980
-10.0	0.5565	80914.20	67840.10	17446.40	-3076.26	80914.20	67840.10	-0.7851	-0.1693	-0.7851
-10.0	0.6183	47560.40	72083.30	15910.50	-2805.44	47560.40	72083.30	-0.4615	-0.1544	-0.4615
-10.0	0.6871	9938.04	58885.60	14491.90	-2555.32	14491.90	-2555.32	-0.0964	-0.1406	-0.1406
-10.0	0.7634	-15304.10	34575.00	13185.00	-2324.87	13185.00	-2324.87	0.1485	-0.1279	-0.1279
-10.0	0.8483	-24052.00	3174.48	11983.60	-2113.03	11983.60	-2113.03	0.2334	-0.1163	-0.1163
-10.0	0.9426	-16562.80	-39415.50	10881.50	-1918.70	10881.50	-1918.70	0.1607	-0.1056	-0.1056
-10.0	1.0473	-3868.00	113857.00	9872.33	-1740.76	9872.33	-1740.76	0.0375	-0.0958	-0.0958
-10.0	1.1638	-9084.44	30477.50	8949.80	-1578.09	8949.80	-1578.09	0.0881	-0.0868	-0.0868
-10.0	1.2931	-5818.63	9758.40	8107.79	-1429.62	8107.79	-1429.62	0.0565	-0.0787	-0.0787
-10.0	1.4369	-990.11	1535.11	7340.32	-1294.30	7340.32	-1294.30	0.0096	-0.0712	-0.0712
-10.0	1.5966	1111.90	-1742.92	6641.65	-1171.10	6641.65	-1171.10	-0.0108	-0.0644	-0.0644
-10.0	1.7740	2115.67	-2670.44	6006.34	-1059.08	6006.34	-1059.08	-0.0205	-0.0583	-0.0583
-10.0	1.9712	3057.99	-2655.50	5429.22	-957.32	5429.22	-957.32	-0.0297	-0.0527	-0.0527
-10.0	2.1903	1866.43	-2424.47	4905.46	-864.96	4905.46	-864.96	-0.0181	-0.0476	-0.0476
-10.0	2.4338	2344.51	-1815.61	4430.50	-781.22	4430.50	-781.22	-0.0227	-0.0430	-0.0430
-10.0	2.7043	1723.87	-1494.12	4000.13	-705.33	4000.13	-705.33	-0.0167	-0.0388	-0.0388
-10.0	3.0049	1224.37	-1071.58	3610.43	-636.62	3610.43	-636.62	-0.0119	-0.0350	-0.0350
0.0	0.0835	-22501.90	-6.43	33773.10	0.00	33773.10	0.00	0.2183	-0.3277	-0.3277
0.0	0.0927	-19962.40	-8.81	31653.70	0.00	31653.70	0.00	0.1937	-0.3071	-0.3071
0.0	0.1030	-17617.80	-11.27	29574.70	0.00	29574.70	0.00	0.1709	-0.2870	-0.2870
0.0	0.1145	-16113.20	-13.80	27549.70	0.00	27549.70	0.00	0.1563	-0.2673	-0.2673
0.0	0.1272	-15413.00	-15.85	25591.70	0.00	25591.70	0.00	0.1495	-0.2483	-0.2483
0.0	0.1414	-12747.50	-17.01	23709.90	0.00	23709.90	0.00	0.1237	-0.2300	-0.2300
0.0	0.1571	-7816.72	-21.68	21912.60	0.00	21912.60	0.00	0.0758	-0.2126	-0.2126
0.0	0.1746	-14048.10	-26.81	20204.80	0.00	20204.80	0.00	0.1363	-0.1960	-0.1960
0.0	0.1940	-4791.72	-23.77	18590.40	0.00	18590.40	0.00	0.0465	-0.1804	-0.1804
0.0	0.2155	-15147.10	-37.20	17071.30	0.00	17071.30	0.00	0.1470	-0.1656	-0.1656
0.0	0.2395	3211.45	-28.68	15647.90	0.00	15647.90	0.00	-0.0312	-0.1518	-0.1518
0.0	0.2661	-22607.50	-40.76	14319.10	0.00	14319.10	0.00	0.2194	-0.1389	-0.1389
0.0	0.2957	-919.22	-52.74	13083.10	0.00	13083.10	0.00	0.0089	-0.1269	-0.1269
0.0	0.3285	22799.20	-25.79	11937.00	0.00	22799.20	-25.79	-0.2212	-0.1158	-0.2212
0.0	0.3651	-16362.90	-39.07	10877.40	0.00	10877.40	0.00	0.1588	-0.1055	-0.1055
0.0	0.4056	-30766.00	-73.19	9900.17	0.00	9900.17	0.00	0.2985	-0.0961	-0.0961
0.0	0.4507	19768.60	-68.82	9001.08	0.00	19768.60	-68.82	-0.1918	-0.0873	-0.1918
0.0	0.5008	71134.00	-38.44	8175.73	0.00	71134.00	-38.44	-0.6902	-0.0793	-0.6902
0.0	0.5565	75654.50	-20.43	7419.48	0.00	75654.50	-20.43	-0.7340	-0.0720	-0.7340
0.0	0.6183	44022.90	-30.59	6727.77	0.00	44022.90	-30.59	-0.4271	-0.0653	-0.4271
0.0	0.6871	3797.80	-59.25	6096.12	0.00	6096.12	0.00	-0.0368	-0.0591	-0.0591
0.0	0.7634	-24990.10	-85.36	5520.14	0.00	5520.14	0.00	0.2425	-0.0536	-0.0536
0.0	0.8483	-36616.50	-95.81	4995.57	0.00	4995.57	0.00	0.3553	-0.0485	-0.0485
0.0	0.9426	-36867.40	-94.13	4518.42	0.00	4518.42	0.00	0.3577	-0.0438	-0.0438
0.0	1.0473	-28482.10	-95.05	4084.83	0.00	4084.83	0.00	0.2764	-0.0396	-0.0396
0.0	1.1638	-19318.00	-60.71	3691.22	0.00	3691.22	0.00	0.1874	-0.0358	-0.0358
0.0	1.2931	-12865.60	-40.62	3334.20	0.00	3334.20	0.00	0.1248	-0.0324	-0.0324
0.0	1.4369	-5741.34	-24.63	3010.62	0.00	3010.62	0.00	0.0557	-0.0292	-0.0292
0.0	1.5966	-2313.72	-13.76	2717.56	0.00	2717.56	0.00	0.0224	-0.0264	-0.0264
0.0	1.7740	-226.22	-6.03	2452.30	0.00	2452.30	0.00	0.0022	-0.0238	-0.0238
0.0	1.9712	1387.15	-2.26	2212.35	0.00	2212.35	0.00	-0.0135	-0.0215	-0.0215
0.0	2.1903	652.94	-0.50	1995.39	0.00	1995.39	0.00	-0.0063	-0.0194	-0.0194
0.0	2.4338	1542.90	0.52	1799.32	0.00	1799.32	0.00	-0.0150	-0.0175	-0.0175
0.0	2.7043	1122.92	5.11	1622.21	0.00	1622.21	0.00	-0.0109	-0.0157	-0.0157
0.0	3.0049	828.74	4.27	1462.26	0.00	1462.26	0.00	-0.0080	-0.0142	-0.0142
10.0	0.0835	-16305.60	67958.80	63877.80	11263.40	63877.80	11263.40	0.1582	-0.6198	-0.6198
10.0	0.0927	-14591.40	48108.20	60879.70	10734.70	60879.70	10734.70	0.1416	-0.5907	-0.5907
10.0	0.1030	-13052.00	31469.90	57840.40	10198.80	57840.40	10198.80	0.1266	-0.5612	-0.5612
10.0	0.1145	-12091.80	17813.20	54777.00	9658.67	54777.00	9658.67	0.1173	-0.5315	-0.5315
10.0	0.1272	-12369.60	6850.51	51711.30	9118.10	51711.30	9118.10	0.1200	-0.5017	-0.5017
10.0	0.1414	-11917.00	-1820.86	48662.80	8580.56	48662.80	8580.56	0.1156	-0.4722	-0.4722
10.0	0.1571	-6091.48	-8793.98	45653.00	8049.86	45653.00	8049.86	0.0591	-0.4430	-0.4430
10.0	0.1746	-10793.40	-13518.90	42700.60	7529.26	42700.60	7529.26	0.1047	-0.4143	-0.4143
10.0	0.1940	-5914.01	-17536.40	39823.70	7021.99	39823.70	7021.99	0.0574	-0.3864	-0.3864
10.0	0.2155	-10562.30	-19964.00	37038.10	6530.81	37038.10	6530.81	0.1025	-0.3594	-0.3594
10.0	0.2395	2767.63	-22874.80	34357.20	6058.11	34357.20	6058.11	-0.0269	-0.3334	-0.3334
10.0	0.2661	-22735.30	-25010.00	31791.30	5605.66	31791.30	5605.66	0.2206	-0.3085	-0.3085
10.0	0.2957	8161.88	-26434.70	29349.00	5175.02	29349.00	5175.02	-0.0792	-0.2848	-0.2848
10.0	0.3285	20752.30	-33305.00	27035.50	4767.08	27035.50	4767.08	-0.2014	-0.2623	-0.2623
10.0	0.3651	-23233.80	-41597.80	24854.00	4382.43	24854.00	4382.43	0.2254	-0.2411	-0.2411
10.0	0.4056	-25730.30	-36568.10	22805.80	4021.27	22805.80	4021.27	0.2497	-0.2213	-0.2213
10.0	0.4507	33612.50	-30926.00	20890.00	3683.48	33612.50	-30926.00	-0.3261	-0.2027	-0.3261
10.0	0.5008	82243.50	-47194.90	19104.80	3368.68	82243.50	-47194.90	-0.7980	-0.1854	-0.7980
10.0	0.5565	80903.20	-67824.30	17446.40	3076.26	80903.20	-67824.30	-0.7850	-0.1693	-0.7850
10.0	0.6183	47561.20	-72145.40	15910.50	2805.44	47561.20	-72145.40	-0.4615	-0.1544	-0.4615
10.0	0.6871	9936.27	-59007.80	14491.90	2555.32	14491.90	2555.32	-0.0964	-0.1406	-0.1406
10.0	0.7634	-15310.20	-34748.30	13185.00	2324.87	13185.00	2324.87	0.1485	-0.1279	-0.1279
10.0	0.8483	-24062.10	-3366.05	11983.60	2113.03	11983.60	2113.03	0.2335	-0.1163	-0.1163
10.0	0.9426	-16570.80	39245.20	10881.50	1918.70	10881.50	1918.70	0.1608	-0.1056	-0.1056
10.0	1.0473	-3869.69	-113999.00	9872.33	1740.76	9872.33	1740.76	0.0375	-0.0958	-0.0958
10.0	1.1638	-9095.21	-30586.90	8949.80	1578.09	8949.80	1578.09	0.0882	-0.0868	-0.0868
10.0	1.2931	-5829.12	-9834.24	8107.79	1429.62	8107.79	1429.62	0.0566	-0.0787	-0.0787
10.0	1.4369	-998.86	-1582.90	7340.32	1294.30	7340.32	1294.30	0.0097	-0.0712	-0.0712
10.0	1.5966	1105.95	1713.46	6641.65	1171.10	6641.65	1171.10	-0.0107	-0.0644	-0.0644
10.0	1.7740	2109.79	2653.37	6006.34	1059.08	6006.34	1059.08	-0.0205	-0.0583	-0.0583
10.0	1.9712	3053.63	2645.28	5429.22	957.32	5429.22	957.32	-0.0296	-0.0527	-0.0527
10.0	2.1903	1863.14	2417.84	4905.46	864.96	4905.46	864.96	-0.0181	-0.0476	-0.0476
10.0	2.4338	2342.27	1810.41	4430.50	781.22	4430.50	781.22	-0.0227	-0.0430	-0.0430
10.0	2.7043	1723.29	1489.05	4000.13	705.33	4000.13	705.33	-0.0167	-0.0388	-0.0388
10.0	3.0049	1223.27	1066.74	3610.43	636.62	3610.43	636.62	-0.0119	-0.0350	-0.0350
20.0	0.0835	-2103.13	76052.60	181219.00	65958.20	181219.00	65958.20	0.0204	-1.7583	-1.7583
20.0	0.0927	-3922.09	39186.40	174486.00	63507.60	174486.00	63507.60	0.0381	-1.6930	-1.6930
20.0	0.1030	-4855.62	8042.88	167478.00	60956.80	167478.00	60956.80	0.0471	-1.6250	-1.6250
20.0	0.1145	-4571.01	-17936.70	160237.00	58321.60	160237.00	58321.60	0.0444	-1.5547	-1.5547
20.0	0.1272	-3600.02	-39186.70	152819.00	55621.50	152819.00	55621.50	0.0349	-1.4827	-1.4827
20.0	0.1414	-6231.92	-55905.80	145272.00	52874.50	145272.00	52874.50	0.0605	-1.4095	-1.4095
20.0	0.1571	-6907.94	-69206.50	137653.00	50101.50	137653.00	50101.50	0.0670	-1.3356	-1.3356
20.0	0.1746	-353.86	-79841.90	130016.00	47321.80	130016.00	47321.80	0.0034	-1.2615	-1.2615
20.0	0.1940	-10741.00	-87327.40	122416.00	44555.60	122416.00	44555.60	0.1042	-1.1878	-1.1878
20.0	0.2155	4825.37	-93558.80	114905.00	41822.00	114905.00	41822.00	-0.0468	-1.1149	-1.1149
20.0	0.2395	-7312.78	-99004.80	107535.00	39139.30	107535.00	39139.30	0.0710	-1.0434	-1.0434
20.0	0.2661	-10279.30	-101910.00	100347.00	36523.20	100347.00	36523.20	0.0997	-0.9736	-0.9736
20.0	0.2957	28647.20	-106271.00	93382.90	33988.60	93382.90	33988.60	-0.2780	-0.9061	-0.9061
20.0	0.3285	2710.32	-119874.00	86675.10	31547.20	86675.10	31547.20	-0.0263	-0.8410	-0.8410
20.0	0.3651	-34221.70	-125079.00	80250.10	29208.60	80250.10	29208.60	0.3320	-0.7786	-0.7786
20.0	0.4056	3184.65	-108476.00	74128.30	26980.50	74128.30	26980.50	-0.0309	-0.7192	-0.7192
20.0	0.4507	73785.10	-108773.00	68323.80	24867.80	68323.80	24867.80	-0.7159	-0.6629	-0.6629
20.0	0.5008	104776.00	-150129.00	62845.70	22874.00	62845.70	22874.00	-1.0166	-0.6098	-0.6098
20.0	0.5565	88136.50	-180956.00	57697.30	21000.10	57697.30	21000.10	-0.8552	-0.5598	-0.5598
20.0	0.6183	55297.20	-168956.00	52877.60	19245.90	52877.60	19245.90	-0.5365	-0.5131	-0.5131
20.0	0.6871	27145.20	-126261.00	48382.00	17609.60	48382.00	17609.60	-0.2634	-0.4694	-0.4694
20.0	0.7634	10061.70	-68973.20	44202.40	16088.40	44202.40	16088.40	-0.0976	-0.4289	-0.4289
20.0	0.8483	3232.57	-4214.54	40328.30	14678.30	40328.30	14678.30	-0.0314	-0.3913	-0.3913
20.0	0.9426	12689.50	81688.30	36747.50	13375.00	12689.50	81688.30	-0.1231	-0.3565	-0.1231
20.0	1.0473	88375.90	-188659.00	33445.90	12173.30	33445.90	12173.30	-0.8575	-0.3245	-0.3245
20.0	1.1638	23587.30	-62372.70	30408.90	11067.90	30408.90	11067.90	-0.2289	-0.2950	-0.2950
20.0	1.2931	14877.60	-19981.30	27621.00	10053.20	27621.00	10053.20	-0.1444	-0.2680	-0.2680
20.0	1.4369	12361.60	-3792.48	25066.80	9123.55	25066.80	9123.55	-0.1199	-0.2432	-0.2432
20.0	1.5966	10439.50	2421.72	22730.60	8273.25	22730.60	8273.25	-0.1013	-0.2205	-0.2205
20.0	1.7740	8145.41	4499.75	20597.20	7496.75	20597.20	7496.75	-0.0790	-0.1998	-0.1998
20.0	1.9712	7345.67	4467.57	18651.70	6788.65	18651.70	6788.65	-0.0713	-0.1810	-0.1810
20.0	2.1903	4998.55	4058.11	16879.90	6143.77	16879.90	6143.77	-0.0485	-0.1638	-0.1638
20.0	2.4338	4351.59	3095.54	15268.10	5557.13	15268.10	5557.13	-0.0422	-0.1481	-0.1481
20.0	2.7043	3245.44	2505.77	13803.50	5024.05	13803.50	5024.05	-0.0315	-0.1339	-0.1339
20.0	3.0049	2210.83	1823.42	12473.80	4540.08	12473.80	4540.08	-0.0215	-0.1210	-0.1210
30.0	0.0835	11522.80	-17142.00	358450.00	206951.00	358450.00	206951.00	-0.1118	-3.4779	-3.4779
30.0	0.0927	7426.73	-65330.40	350796.00	202532.00	350796.00	202532.00	-0.0721	-3.4036	-3.4036
30.0	0.1030	4540.12	-105993.00	342135.00	197531.00	342135.00	197531.00	-0.0441	-3.3196	-3.3196
30.0	0.1145	1379.97	-139779.00	332494.00	191965.00	332494.00	191965.00	-0.0134	-3.2261	-3.2261
30.0	0.1272	-2640.37	-167685.00	321937.00	185870.00	321937.00	185870.00	0.0256	-3.1236	-3.1236
30.0	0.1414	-947.61	-191098.00	310541.00	179291.00	310541.00	179291.00	0.0092	-3.0131	-3.0131
30.0	0.1571	-945.38	-210258.00	298411.00	172288.00	298411.00	172288.00	0.0092	-2.8954	-2.8954
30.0	0.1746	-4763.43	-225136.00	285660.00	164926.00	285660.00	164926.00	0.0462	-2.7717	-2.7717
30.0	0.1940	2196.74	-237815.00	272417.00	157280.00	272417.00	157280.00	-0.0213	-2.6432	-2.6432
30.0	0.2155	1805.73	-247703.00	258819.00	149429.00	258819.00	149429.00	-0.0175	-2.5112	-2.5112
30.0	0.2395	-10525.90	-254659.00	245002.00	141452.00	245002.00	141452.00	0.1021	-2.3772	-2.3772
30.0	0.2661	29035.20	-259828.00	231100.00	133426.00	231100.00	133426.00	-0.2817	-2.2423	-2.2423
30.0	0.2957	14827.40	-271460.00	217244.00	125426.00	217244.00	125426.00	-0.1439	-2.1078	-2.1078
30.0	0.3285	-29334.10	-280569.00	203550.00	117520.00	203550.00	117520.00	0.2846	-1.9750	-1.9750
30.0	0.3651	-1589.97	-265044.00	190125.00	109769.00	190125.00	109769.00	0.0154	-1.8447	-1.8447
30.0	0.4056	71151.40	-246785.00	177062.00	102226.00	177062.00	102226.00	-0.6904	-1.7180	-1.7180
30.0	0.4507	110378.00	-279327.00	164436.00	94937.10	164436.00	94937.10	-1.0710	-1.5955	-1.5955
30.0	0.5008	103290.00	-341610.00	152313.00	87937.70	152313.00	87937.70	-1.0022	-1.4778	-1.4778
30.0	0.5565	82131.70	-345611.00	140739.00	81255.40	140739.00	81255.40	-0.7969	-1.3655	-1.3655
30.0	0.6183	67977.40	-278226.00	129749.00	74910.30	129749.00	74910.30	-0.6596	-1.2589	-1.2589
30.0	0.6871	57120.80	-186637.00	119365.00	68915.20	119365.00	68915.20	-0.5542	-1.1582	-1.1582
30.0	0.7634	44861.40	-94080.00	109598.00	63276.30	109598.00	63276.30	-0.4353	-1.0634	-1.0634
30.0	0.8483	28451.30	-4637.82	100449.00	57994.10	100449.00	57994.10	-0.2761	-0.9746	-0.9746
30.0	0.9426	7940.46	110919.00	91911.50	53065.10	91911.50	53065.10	-0.0770	-0.8918	-0.8918
30.0	1.0473	177205.00	9229.33	83971.70	48481.10	177205.00	9229.33	-1.7194	-0.8147	-1.7194
30.0	1.1638	82087.60	-85260.40	76610.90	44231.30	76610.90	44231.30	-0.7965	-0.7433	-0.7433
30.0	1.2931	46788.60	-27475.10	69806.30	40302.70	69806.30	40302.70	-0.4540	-0.6773	-0.6773
30.0	1.4369	31181.10	-6058.39	63532.30	36680.30	63532.30	36680.30	-0.3025	-0.6164	-0.6164
30.0	1.5966	22833.20	1929.73	57760.70	33348.10	57760.70	33348.10	-0.2215	-0.5604	-0.5604
30.0	1.7740	15729.60	5029.00	52462.70	30289.40	52462.70	30289.40	-0.1526	-0.5090	-0.5090
30.0	1.9712	12565.40	4967.76	47608.80	27486.90	47608.80	27486.90	-0.1219	-0.4619	-0.4619
30.0	2.1903	8745.37	4537.49	43169.50	24923.90	43169.50	24923.90	-0.0849	-0.4189	-0.4189
30.0	2.4338	6638.29	3563.89	39115.80	22583.50	39115.80	22583.50	-0.0644	-0.3795	-0.3795
30.0	2.7043	4991.93	2805.77	35419.50	20449.40	35419.50	20449.40	-0.0484	-0.3437	-0.3437
30.0	3.0049	3293.51	2119.70	32053.30	18506.00	32053.30	18506.00	-0.0320	-0.3110	-0.3110
40.0	0.0835	15578.70	-228454.00	516233.00	433170.00	516233.00	433170.00	-0.1512	-5.0088	-5.0088
40.0	0.0927	9623.88	-279465.00	511241.00	428982.00	511241.00	428982.00	-0.0934	-4.9604	-4.9604
40.0	0.1030	4864.65	-321614.00	505049.00	423786.00	505049.00	423786.00	-0.0472	-4.9003	-4.9003
40.0	0.1145	-1349.25	-356207.00	497517.00	417465.00	497517.00	417465.00	0.0131	-4.8272	-4.8272
40.0	0.1272	-3440.21	-385679.00	488544.00	409937.00	488544.00	409937.00	0.0334	-4.7402	-4.7402
40.0	0.1414	-1536.74	-411363.00	478068.00	401146.00	478068.00	401146.00	0.0149	-4.6385	-4.6385
40.0	0.1571	-8974.41	-431841.00	466080.00	391087.00	466080.00	391087.00	0.0871	-4.5222	-4.5222
40.0	0.1746	2186.10	-451040.00	452615.00	379788.00	452615.00	379788.00	-0.0212	-4.3916	-4.3916
40.0	0.1940	-5266.98	-465528.00	437761.00	367325.00	437761.00	367325.00	0.0511	-4.2474	-4.2474
